날짜,리뷰
2022-08-02,이거 뭐가 좋아서 다들 후기 잘써주시고 많은건지 모르겠음 ;; 일단 색이 무슨 칙칙 해가지고 얼굴색 죽는것 같고 무엇보다 시내가면 그냥 5천원정도면 살거같아요 비싸봤자 만원 안넘을걸 여기서 이돈주고 사기 너무 아까워요 ㅠㅠ  엄청 작아요! 작은건 쫀쫀하니 괜찮긴한데 가성비 구려요
2023-05-09,"얼마 못 입었는데 봉제선 쪽에 구멍난것도 아니고 생뚱맞은 팔부분 면에 빵꾸가 나서 단독으로는 절대로 못입겠어요;
전에 한번 사입어봐서 다시 사본건데 너무 실망했네요
이너로만 입어야지 뭐...

+
근데 이거 실화임?; 이건 좀;;
5천원짜리 티셔츠면 이해하겠는데 내가 뭐 딱히 험하게 입은 적도 없고만 이게 맞아요?"
2023-04-09,싫은 소리 잘 안하는데 비추천해요 싼맛에 샀는데 원단별로 올 자뀨 나가요. 검수 제대로 안하고 보냈는지 후기 남겨서 그냥 입어요 배송도 엄청 느림 미리 연락 안쥼 재구매의사x
2023-03-24,옷이며 재질이며 다 맘에들지만 입금후 일주일이 지나도 제품이 오지않아 두번정도 문의하니까 그제서야 입고지연 카톡이오네요 품절이면 품절이다 입고가 늦다 미리 얘기 해줬으면 좋겠네요. 아직 블랙이랑 소라는 안왔어요 한 3주째 기다리는중 빨리 보내주세요 언제까지 기다리라는거에요?
2023-01-11,"다른 분들 말씀대로 소재가 부드러워서, 목티를 평소에 즐겨입지 않는데도 불편함 없어서 처음엔 만족스러웠지만,
바로 입자마자부터 착색 너무 심해요...
보통 별점이랑 상단리뷰 보고 구매해서, 이럴 줄은 몰랐는데, 별점 낮은 순보니 저랑 비슷한 분들 꽤 되네요.
비싼 마우스패드 다 물들었구요, 입으면 몸에 다 착색 다 돼요.
클렌징티슈로 목이랑 팔만 닦은 건데 이렇게 나왔어요.
바로 버렸어요.
판매자 분 아시지 않으셨나요? 
오천원만한 길거리 티셔츠보다 못하다고 생각됩니다. 진짜 짜증납니다."
2022-12-07,"블랙이랑 포그블루 두개 두매했는데
엄청 얇아요 그래도 가격 대비 부들부들하고 정핏이어서 괜찮았는데 아니… 입고나니까 손톱이랑 팔꿈치가 시커멓게 되더라고요??? 한번 빨아서 입었는데도 무슨… 너무 황당해요 이미 빨았고 착용해서 구매확정은 눌렀는데… 이걸 어떻게 입느라는건지…. 그냥 봐도 피부에 진짜 안좋을것 같아요. 평소 슬앤덕후인데 이거 진짜 비추합니다."
2022-12-14,"아 너무 화나네요..싼게 비지떡이라고
얇고 퀄이 별로여도 이너로 입어야지 하고 넘겼는데
한번 손세탁후 입었는데 속옷에 다 물들고
몸에도 염료가 착색되었어요 지우느라 완전 고생함
진짜 사지마세요"
2022-12-07,"진짜 이걸 돈주고 샀다는게 너무 짜증나요
슬앤 바지 봄 여름 가을 겨울 매번 주구장창 입는데
티 퀄리티는 어째 매번 실망이네요
몸에 물드는거는 좀 심하지 않았나 싶어요
이제 슬앤에서 상의 구매는 안할겁니다."
2022-11-26,와….. 검정 물빠짐 대박입니다. 물빠질 거 예상해서 2회 세탁기 세탁 후 블라우스 안에 받쳐 입었는데 두 개 다 버리게 생겼어요. 이너로들 입으실 텐데 뜨건 물에 5번은 빨아 입으세요. 덕분에 옷 두 장 버렸네요
2022-10-08,"디자인도 예쁘고 핏도 맘에 드는데 옷에 이염들이 너무 많아요...;; 열심히 지워봤는데 지워지지도 않네요

이너로 입을거고 반품하기도 귀찮아서 그냥 입긴 하는데 검수 좀 제대로 해서 보내주세요,,"
2022-11-11,"진짜 너무한 거 같아요. 10월 29일에 4개 옷을 시켰는데 어떻게 된게 2개는 자동취소되고 한개는 11월 11일 배송완료... 한개는 아직도 배송준비.... 
품절이면 주문이 되지 말아야죠.. 환불만 하면 되나요. 시스템을 다시 구축하시든. 자주 이런 일이 있었지만 옷이 예쁘니까. 사이즈가 많으니까. 이런 이유로 시켰는데 이제 이용하지 않겠습니다.

옷은 생각했던 것보다 두툼하지만 셔링이 화면과 다르게 짧음 핏 별로."
2021-04-08,"구매후에 세탁하니까 그냥 줄어버리네요;;;
기장이든 품이든 그냥 다 줄어서 무슨 아동복인줄.. 밑단은 또 어찌나 말리던지...;
원래 손까지는 오던 팔기장은 손목위에있고  골반 아래까지 오던티가 세탁하니 배꼽이랑 골반사이 그 언저리에서 찰랑대는데 꼴뵈기싫어서 그냥 바로 벗어서 갖다 버렸습니다
싼맛에 산건데 진짜 그냥 돈 더주고 다른거 사세욬ㅋㅋㅋ...
장당 4천원 5천원하는 면티가 훨씬 퀄리티 좋을듯^_^"
2020-11-03,옷 다 괜찮은데 박음질이 진짜 너무 구려요 팔 안쪽부분 박음질 이상해서 입자마자 찢어지고ㅋㅋ 짜증나는데 반품 귀찮아서 그냥 잠옷으로 입으려고요
2022-03-05,"후.. 정말 화나요 
검수 제대로 하고 보내주세요 좀..!!
뒷면도 아니고 앞면에 옷이 찢어져서 왔어요ㅡㅡ
제대로 된 검수 시스템 맞나요..?
반품할라다가 어차피 이너로 입을 거고 귀찮아서 
걍 입을거긴한데 후..ㅂㄷㅂㄷ 짱나서 남겨요."
2023-05-03,"입으려고 한번빨았는데 목이 튿어졌어요.
드라이클리닝전용 티셔츠인가요?
문의글남겼더니 세탁후 환불안된다는 말만 앵무새같이 하네요
만얼마 비싸지않은돈이지만 이런옷팔지마세요.
입어보지도못하고 버리게됐네요."
2021-04-08,"마감처리 굉장히 지저분하고 런닝 정도의 얇기라 흰색은 피하시길 추천드려요.
1번 사진 보면 넥라인 마감을 튀어나오게 해놔서 옷을 입으면 사진 하단에 넥 마감부분이 보입니다. 집에 있는 다른 티랑 비교해봐도 넥을 이렇게 마감한 옷은 처음보네요. 사이트 사진을 다시 보니 아셨는지 교묘하게 저 부분만 다 안나오게 올리셨네요.
2번도 옷 바깥부분인데, 가위로 자르면 되긴 하지만 최소한의 검수도 하지 않는 것 같아요.
얼마주고 샀었지 궁금해하면서 뜯자마자 켰는데 11,000원은 절대 아니라고 봅니다.. 삼천원 정도면 될 것 같네요."
2022-06-22,"재질이 시원한 그런 거즈 재질이아니라서
너무 덥구요;;; 걍 티에요 슬라브가 아니라 얇은 긴팔이; 옷감이 너무 별로애여 ㅠ하늘하늘하지않고 틴탄해요 그리고
이줄은 뭔가요;; 검은색은 몰랏는데 무슨
뒤로 둘이 쫙가있아요
원래이런듯하네여..."
2023-05-03,"색상 사진과 진짜 비슷하고 내장 캡도 튼튼하게
잘 마감처리 되어있어요!
그런데 아무래도 밴딩처리가 안되있어서 그런지 힘이 없어서 가슴을 받쳐주는 느낌은 아니에요ㅠㅠ
입었을때 생각보다 편한 느낌은 아니어서 아쉽네요.."
2023-04-04,평이 좋아서 구입했는데.. 캡이 딱딱하고 얇은 종이? 같아서 놀랐어요. 세탁하다 구겨지고 접히면 그대로 모양이 변형 될 것 같은 느낌이에요. 그리고 얇아서 입어보니 꼭지 부분이 살짝 돌출되어 보여요 ㅠㅠ 가슴 밑부분을 잡아주지도 못하구 들뜨구요. 가슴 형태에 따라 이 부분은 다르겠지만 저는 이너로만 입을 수 있겠어요. 겉면 자체는 원하던 재질이고 전체 디자인도 마음에 드는데 캡이 너무 아쉽네요.
2022-09-30,"가슴 크신 분들은 구매 비추합니다. 앞판에 패드가 들어가있는 천이 하나 덧데어져 있는데, 가슴 3/4정도밖에 안가려지구 사진처럼 떠요,,, 가슴 c컵 이상이신 분들은 비추임다 ㅠ 저는 동생한테 걍 주렵니다"
2021-07-27,"일단 얇아서 비침이 심하고
목파임이 너무 깊어요. 그래서 어깨 끈을 묶고 입어야 그나마 위로 올라옵니다..

그리고 뭔가 까슬까슬해서 예민한 편인 저는 자주 못 입을 것 같아요.

=>모델핏이랑 비슷하긴 하네요. 근데 제 취향이 아니었다는 점. 
말라서 그런지 벙벙해서 별로였어요ㅠㅠ"
2021-07-03,"따악 가격값. 일단 사본거 치곤 나쁘지 않은데 추천은 안 합니다…… 적당히 싸게 이너로 입을 안 파인 나시를 찾는다면… 말릴까 말까 망설이긴 할 듯

얇아서 꽤 비침. 귀찮아서… 검정이 저지경이면 흰색도 똑같겠지 뭐^!^란 마인드로 흰색은 확인 안 해봤습니다ㅋㅋ 가슴 크신 분은 절대절대 사지마세요^^ 다 늘어나서 비칩니다. 무슨 말인지…아시죠? 

그래도 마감 같은건 깔끔하게 해서 왔음. 촉감도 괜찮고"
2023-04-28,스퀘어낵 안에 레이어드해서 입으려고 산곤데...ㅎ 그냥 속옷이에요 흰색은 비침도 심해요ㅠㅠ 배송 빠른 거 말고는 별로에요ㅠㅠㅠ 이너용으로는 추천해요
2022-07-10,잘 늘어나긴 하는데 작습니다… 누굴 위해 만들어진 옷인지 모르겠어요 면이나 박음질 퀄리티도 가격대비 별로입니다
2023-05-29,"크롭 나시 필요해서 급하게 샀어요
사실 촉감이나 전체적으로 딱 가격값만해요!
한번 빨았더니 하단은 잘 안잡아주고 붕 떠있어서 아쉽네요
흰색이랑 두개 샀는데 끈 달려있는 위치가 달라요
끈이 너무 옆으로 달려있어서 자꾸 흘러내림"
2021-07-28,"재질은 나쁘지않으나..파여도 너무 파였어요
(착샷에 파인게 맘에들어샀지만)
어깨선을 딱맞춰입으면 가슴골이 보이고
뒤로 휙 당겨입어야 안보이네요 ㅜ
여행갈때 시원하게 입으려고 산건데
외출복은 절대안되고
입어보자마자 홈웨어가 된 아이ㅠㅠ
반품귀찮아 걍 입어요
다른아이를 다시사야겠어요"
2020-06-17,"시원하고 예쁜데 너무 많이 파여 있어요.. 속옷 보일 것 같은 파임 ㅠㅠ 근데 청바지랑 입었을 때 넘 예쁘고, 재질이랑 핏이 되게 여리여리해보여요 ! 
+) 한번 빨았더니... 못 입는 옷이 되었습니다.... 린넨 특성이니 잔주름까진 다 이해하겠는데 이건 그냥 잔주름이 아니고ㅋㅋㅋㅋ 그냥 옷이 주름대로 다 늘어났네요... 그냥 몸통 부분이든 밑 부분이든 다 늘어났어요 처음 입었을 땐 예뻐서 너무너무 맘에 들었는데ㅠㅠ 하 아까워요"
2021-08-14,"엄 일단 재질도 시원하니 괜찮고 가슴너비도 널널하니 좋은데, 제가 유교걸이라 그런지 너무 파여보여요,,ㅠㅠ 가슴 있으신 분들은 가슴골 보이구요 숙이면 안까지 진짜 다보여요,,"
2020-06-23,몸통은 널널한데 팔구멍이 너무 좁아요ㅠㅠㅠ 좀 불편합니다 또 목이 생각보다 좀 파여있네요.. 근데 색은 또 괜찮아서 그냥 안에 받쳐입으려구요
2022-07-31,"분명 브라운색을 시켰는데 카키색 같아요. 이 색이 맞나??싶었는데 브라운으로 적혀있느니 맞는 거 같은데 화면에서 보던 색이랑 달라요.
가슴 파임도 봤을땐 심해보이지 않았는데 보기보단 파져있어요"
2020-06-29,처음에 불량이와서 교환해서 받아 입어봤는데 그냥 가격만큼 하는 옷이에요 집에서 입어야 할거같네요 너무 비치고 옷이 커서 고개를 숙이거나 팔을 들면 살이 다 보여요 계속 신경쓰면서 입어야해요
2022-08-17,되게 별로에요ㅠㅠ 품도 크고 앞에 너무 파여서 속옷도 다 보일 거 같고... 슬로우앤드 제품 중 실망...
2021-05-06,"아•• 사지마세요••• 왜 샀지
리뷰도 많고 세일하는 거 보고 샀는데 이 돈으로 싸이버거 단품 사먹음
그냥 핏도 안 나고 불편해서 입을 일 없을 거 같아요"
2021-05-06,"스판끼도 없고 먼가 그렇게 늘어나는 재질이 아니에요ㅠ
가슴이 정말 없거나 아주 마른 사람이 입어야 맞을 것 같아요..
가슴이 너무 눌리고 작네요ㅎㅎ"
2022-04-07,어깨가 좀 있는 편이긴 하지만 말랐는데도 잘 안들어가고 너무 껴요…기장도 짧아서 배시렵고 재질도 세탁 몇번 하면 망가질 재질 ㅠㅠ 딱 가격값 합니다
2021-06-10,"19,000원에 구매했습니다. 겨우 한번 빨았는데 보풀이 살짝 올라왔어요. 12,000원에 구매할거 아니라면 비추입니다. 그리고 말려 올라와서 좀 불편해요. 재구매는 없을 예정입니다."
2022-09-08,색감이 생각보다 많이 누렇네요 .. 그리고 블랙색상이 불량이 맞았던것같아요 이건 블랙만큼 끈 폭이 좁진 않네요 대신 내장캡 밑쪽이 접혀져 와서 붙는 옷 입을땐 울퉁불퉁 티날것같아요 몇번 빨면 못입을것같습니다 ..^^
2023-06-08,"일단 이 제품에 이 후기는 못 봐서 말씀드리자면 끈 연결되어있는 부분에 다들 살 안 쓸리셨는지..? 저만 따가웠나여? ㅜ-ㅜ 그을려서 딱딱한 부분 직접 가위로 잘라서 안 아프게 정리했고, 캡도 제 슴가모양과 안 맞았는지 불편했어요 그리고 보이게 입었을 때 민망할 수도 있을 법 하니 참고하세요!! 입었을 때 예쁘긴한데.. 환불 할까 말까 엄청 고민했던 상품 🥺"
2023-03-22,"이걸 산 이유눈
싸고 당일배송이여서 샀어요
별 기대는 없었지만
완뎐
실밥이 자기 난리데로 있네요
뱔로에요ㅠㅠ
일회용옷이에요"
2022-08-30,나시 원피스 안에 입고싶어서 구매했는데 내장 패드가 작습니다 패드가 받쳐주는 느낌이 전혀없어요 가슴쪽이 타이트하면 좀 더 좋을거같아요
2023-06-21,"어깨끈 때문인지 아프고 자국도 나있고.... 
패드가 고정이 아니라 아주 불편해요ㅠ
다 말려있고 입으려면 모양 잡아야하는게 별롭니다"
2022-09-19,생각보다 너무 별로에요 막 엄청 마른편은 아니라서 몸에 딱맞게 잡아줄줄 알았는데 너무 헐렁해서 못입을 정도에요
2023-05-17,"🙂... 전에 검정색, 흰색, 살구색 구매하고 기격대비 너무너무 괜찮아서 이번에 전보다 2천원 정도 올랐음에도 불구하고 두개나 구매했는데,... 왜 어깨끈 소재가 변경된건가요?? 전에는 옷감과 비슷한 부드러운 소재였는데 이번에 배송온 건 무슨 부직포같아요 진짜 넘 실망😌....
이제 다시 재구매 안할듯요"
2023-04-08,"소재는 면+스판이라고 되어있는데, 부들부들했지만 스판이 많이 섞여있는지 답답하게 느껴졌어요! 그리고 단독으로 입기에도 좋다고 했는데, 스판기 있고 번들번들 속옷느낌나는 소재라 단독으로는 어려울것 같다고 느껴집니다ㅠ

통통한 편이어도 보통 프리사이즈 편하게 입는데, 라지사이즈가 이너용 추천이라고 해도 붙는걸 넘어서 약간 조이는 편이라 라지 사이즈라고 하기에는 어려울것 같아요.. 리뷰에서 보고 각오하긴 했는데 이정도 일줄은 몰랐네요ㅜ 길이도 짧은편입니다

여러 색상 섞여있는 구성이 좋아서 구매했지만 스킨색도 너무.. 화면에 비해 주황빛이 많이 돈달까요ㅜ 재구매는 안할것 같아요.

급하게 필요해서 그냥 확정했는데 재구매는 안할것같아요"
2021-07-27,블루 색깔 예뻐요! 채도 낮은 소라색임니다 근데 마감 진짜 별로에요ㅠㅜ 식초 냄새도 좀 나니까 세탁 후 입어야할듯
